business_name	business_address	business_city	business_state	business_postal_code	business_latitude	business_longitude	business_phone_number	inspection_id	inspection_date	inspection_score	inspection_type	violation_id	violation_description	risk_category
Sutter Pub and Restaurant	700 Sutter St	San Francisco	CA	94102	37.78881	-122.41188		64236_20150916	2017-09-16	84.0	Routine - Unscheduled	64236_20150916_103120	Moderate risk food holding temperature	Moderate Risk
Biergarten	424 Octavia St	San Francisco	CA	94102	37.77601	-122.424175		67184_20150930	2017-09-30	94.0	Routine - Unscheduled	67184_20150930_103139	Improper food storage	Low Risk
BREAD & BUTTER MARKET	888 O'FARRELL St	San Francisco	CA	94109	37.785068	-122.418983		4732_20160404	2017-04-04		Reinspection/Followup			
BHL	2 Embarcadero Center  Street Level	San Francisco	CA		37.795203	-122.398544	+14155240011	62797_20170804	2017-08-04	100.0	Routine - Unscheduled			
Third Avenue Food Mart	4101 California St	San Francisco	CA	94118	37.785343	-122.461547		37654_20150421	2017-04-21	98.0	Routine - Unscheduled	37654_20150421_103157	Food safety certificate or food handler card not available	Low Risk
The Sycamore	2140 MISSION St	San Francisco	CA	94110	37.762789	-122.419495		64076_20161205	2017-12-05	88.0	Routine - Unscheduled	64076_20161205_103133	Foods not protected from contamination	Moderate Risk
Cafe Encore	488 Post St	San Francisco	CA	94109	37.788128	-122.409705	+14155436549	62000_20170803	2017-08-03	96.0	Routine - Unscheduled	62000_20170803_103141	Improper food labeling or menu misrepresentation	Low Risk
BEN WAH RESTAURANT	2786 CALIFORNIA St	San Francisco	CA	94115	37.788138	-122.440174		726_20161109	2017-11-09	72.0	Routine - Unscheduled	726_20161109_103114	High risk vermin infestation	High Risk
Ben Thai Cafe	1331 Polk St	San Francisco	CA	94109				85109_20170331	2017-03-31	94.0	Routine - Unscheduled	85109_20170331_103161	Low risk vermin infestation	Low Risk
LA MEJOR BAKERY	3329 24th St	San Francisco	CA	94110	37.752156	-122.41916	+14155720251	5006_20150504	2017-05-04	92.0	Routine - Unscheduled	5006_20150504_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
ST GABRIEL SCHOOL	2550 41st Ave	San Francisco	CA	94116	37.739514	-122.499046		5935_20160406	2017-04-06	100.0	Routine - Unscheduled			
S & P Concessions-MS Marin	Ferry Plaza Pier	San Francisco	CA	94111	37.794404	-122.39303		7634_20150610	2017-06-10	100.0	Routine - Unscheduled			
Eclipse Cafe	5 Embarcadero Center	San Francisco	CA	94111	37.794168	-122.396457		3519_20160325	2017-03-25		New Construction			
Sam's Pizza	618 Broadway St	San Francisco	CA	94133	37.797828	-122.407444		463_20160706	2017-07-06	88.0	Routine - Unscheduled	463_20160706_103154	Unclean or degraded floors walls or ceilings	Low Risk
Panchitas Restaurant	3091 16th St	San Francisco	CA	94103	37.764903	-122.421609		19003_20150617	2017-06-17	88.0	Routine - Unscheduled	19003_20150617_103157	Food safety certificate or food handler card not available	Low Risk
Heritage	708 Clement St	San Francisco	CA	94118				90217_20171205	2017-12-05		New Construction			
Cafe Bunn Mi	417 CLEMENT St	San Francisco	CA	94118	37.782953	-122.4637		66361_20160415	2017-04-15		Reinspection/Followup			
Barrel Head Brewhouse	1785 Fulton St	San Francisco	CA	94117			+14155303441	74168_20150825	2017-08-25	87.0	Routine - Unscheduled	74168_20150825_103103	High risk food holding temperature	High Risk
Kappou Gomi	5524 Geary Blvd	San Francisco	CA	94118	37.780439	-122.478772		39706_20170201	2017-02-01	96.0	Routine - Unscheduled	39706_20170201_103139	Improper food storage	Low Risk
Diller's Delicatessen	348 Pine St	San Francisco	CA	94104	37.792059	-122.40178		1856_20150729	2017-07-29	83.0	Routine - Unscheduled	1856_20150729_103144	Unapproved or unmaintained equipment or utensils	Low Risk
SHERMAN ELEMENTARY SCHOOL	1651 UNION St	San Francisco	CA	94123	37.798243	-122.426167	+14155743530	5908_20170314	2017-03-14	88.0	Routine - Unscheduled	5908_20170314_103154	Unclean or degraded floors walls or ceilings	Low Risk
Hakka Restaurant	4401 A Cabrillo St Suite A	San Francisco	CA	94121			+14155876898	75139_20150722	2017-07-22	67.0	Routine - Unscheduled	75139_20150722_103144	Unapproved or unmaintained equipment or utensils	Low Risk
Escape From New York Pizza	2109 Polk St	San Francisco	CA	94109	37.796254	-122.421864		33077_20180319	2017-03-19	88.0	Routine - Unscheduled	33077_20180319_103148	No thermometers or uncalibrated thermometers	Low Risk
Coriander Gourmet Thai	845 Market St FE-4	San Francisco	CA	94103	37.784848	-122.406892	+14155530800	27793_20180306	2017-03-06	84.0	Routine - Unscheduled	27793_20180306_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
Nick's Lighthouse	Foot of Taylor St 5	San Francisco	CA	94133	37.802479	-122.411234		1579_20170113	2017-01-13	90.0	Routine - Unscheduled	1579_20170113_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
ABC Falafel	1235 Van Ness Ave	San Francisco	CA	94109				91954_20171207	2017-12-07		Reinspection/Followup			
SAN FRANCISCO SCHOOL, THE	300 GAVEN St	San Francisco	CA	94134	37.732518	-122.411648	+14155235065	5926_20151112	2017-11-12	93.0	Routine - Unscheduled	5926_20151112_103109	Unclean or unsanitary food contact surfaces	High Risk
Biergarten	424 Octavia St	San Francisco	CA	94102	37.77601	-122.424175		67184_20150930	2017-09-30	94.0	Routine - Unscheduled	67184_20150930_103165	No plan review or Building Permit	Low Risk
Jamber	858 Folsom St	San Francisco	CA	94107	37.780975	-122.402612		69244_20151105	2017-11-05	92.0	Routine - Unscheduled	69244_20151105_103149	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk
T-28 Bakery & Café	1753 Taraval St	San Francisco	CA	94116			+14155688200	85095_20151029	2017-10-29		New Ownership			
Wow Naan-N-Curry	642 Irving St	San Francisco	CA	94122	37.764128	-122.464961	+14155667225	68560_20150402	2017-04-02		Non-inspection site visit			
WEST PORTAL ELEMENTARY SCHOOL	5 LENOX Way	San Francisco	CA	94127			+14155752846	5816_20151113	2017-11-13	94.0	Routine - Unscheduled	5816_20151113_103131	Moderate risk vermin infestation	Moderate Risk
Villa Italian Kitchen	3251 20th Ave 250 D	San Francisco	CA	94132			+14153284800	80112_20160225	2017-02-25	72.0	Routine - Unscheduled	80112_20160225_103120	Moderate risk food holding temperature	Moderate Risk
Bernal Heights Neighborhood Center	4468 Mission St	San Francisco	CA	94110	37.72619	-122.433725		62816_20170202	2017-02-02	100.0	Routine - Unscheduled			
J J Fish & Chicken	5100 03rd St	San Francisco	CA	94124	37.732443	-122.391682		62597_20170110	2017-01-10	85.0	Routine - Unscheduled	62597_20170110_103157	Food safety certificate or food handler card not available	Low Risk
KIRIN RESTAURANT	6135 GEARY Blvd	San Francisco	CA	94121	37.779962	-122.485087		3951_20171023	2017-10-23		Complaint			
Ushio Ramen	3128 16th St	San Francisco	CA	94103			+14155700318	89803_20161208	2017-12-08		New Ownership			
Kama Sushi Soma	294 09th St	San Francisco	CA	94103	37.774722	-122.406761		68672_20171128	2017-11-28	80.0	Routine - Unscheduled	68672_20171128_103133	Foods not protected from contamination	Moderate Risk
PETER D'S RESTAURANT	2201 Van Ness St	San Francisco	CA	94109	37.795993	-122.423585	+14155778505	2542_20160603	2017-06-03	81.0	Routine - Unscheduled	2542_20160603_103138	Improper storage use or identification of toxic substances	Low Risk
Hustler Club	1031 kearny St	San Francisco	CA	94133	37.797545	-122.405455		4072_20160520	2017-05-20	88.0	Routine - Unscheduled	4072_20160520_103120	Moderate risk food holding temperature	Moderate Risk
Tsing's Chinese Restaurant	361 WEST PORTAL Ave	San Francisco	CA	94127			+14155817297	69486_20151001	2017-10-01	60.0	Routine - Unscheduled	69486_20151001_103142	Unclean nonfood contact surfaces	Low Risk
Belly Burger	5740 Geary Blvd	San Francisco	CA	94121				78075_20161012	2017-10-12	83.0	Routine - Unscheduled	78075_20161012_103112	No hot water or running water	High Risk
Butter Love Bakeshop	3717 Balboa St	San Francisco	CA	94121			+14155603988	85706_20151120	2017-11-20		New Ownership			
Good Eats Cafe	200 Pine St #160	San Francisco	CA	94104	37.792237	-122.400124	+14150296633	61669_20160427	2017-04-27	88.0	Routine - Unscheduled	61669_20160427_103118	Employee eating or smoking	Moderate Risk
L & L Hawaiian Barbecue	312 Kearny St	San Francisco	CA	94108	37.790947	-122.404026		33125_20150710	2017-07-10	88.0	Routine - Unscheduled	33125_20150710_103145	Improper storage of equipment utensils or linens	Low Risk
San Raku Restaurant	704 Sutter St	San Francisco	CA	94109	37.788798	-122.412164		2843_20170215	2017-02-15	92.0	Routine - Unscheduled	2843_20170215_103133	Foods not protected from contamination	Moderate Risk
ABC Falafel	1235 Van Ness Ave	San Francisco	CA	94109				91954_20170608	2017-06-08		Reinspection/Followup			
Henry's Hunan North Restaurant	1398 Grant Ave	San Francisco	CA	94133				77054_20160608	2017-06-08	87.0	Routine - Unscheduled	77054_20160608_103139	Improper food storage	Low Risk
A-1 BAKERY	1727 OCEAN Ave	San Francisco	CA	94112	37.724824	-122.460726	+14155586923	619_20160525	2017-05-25	88.0	Routine - Unscheduled	619_20160525_103149	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk
Everett Middle School	450 Church St	San Francisco	CA		37.763794	-122.428617		13062_20150923	2017-09-23		Reinspection/Followup			
City Pizza and Burger Inc.	464 Broadway St	San Francisco	CA	94133				83589_20151013	2017-10-13		New Ownership	83589_20151013_103138	Improper storage use or identification of toxic substances	Low Risk
Vietnam House	642 Eddy St	San Francisco	CA	94109				81839_20150803	2017-08-03	70.0	Routine - Unscheduled	81839_20150803_103105	Improper cooling methods	High Risk
Colibri Mexican Bistro	438 Geary St	San Francisco	CA	94102	37.787098	-122.410594		11860_20171023	2017-10-23	96.0	Routine - Unscheduled	11860_20171023_103142	Unclean nonfood contact surfaces	Low Risk
Nizario's Pizza #2	4077 18th St	San Francisco	CA	94114	37.760893	-122.434459		66336_20150518	2017-05-18	96.0	Routine - Unscheduled	66336_20150518_103116	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk
Twenty Five Lusk	25 Lusk St	San Francisco	CA	94107	37.778414	-122.394411		64384_20150507	2017-05-07	100.0	Routine - Unscheduled			
LOS PLANES DE RENDEROS	12 Persia Ave	San Francisco	CA	94112	37.723078	-122.435966		830_20150730	2017-07-30	84.0	Routine - Unscheduled	830_20150730_103147	Inadequate ventilation or lighting	Low Risk
Taqueria El Farolito #10	358 Beach St	San Francisco	CA	94133				79961_20180206	2017-02-06	73.0	Routine - Unscheduled	79961_20180206_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
Cocotte	1521 Hyde St	San Francisco	CA	94109	37.794753	-122.418184		2051_20150622	2017-06-22		Non-inspection site visit			
SUPER STAR RESTAURANT	4919 MISSION St B	San Francisco	CA	94112	37.719692	-122.438575		393_20170705	2017-07-05	76.0	Routine - Unscheduled	393_20170705_103132	Improper thawing methods	Moderate Risk
Mrs. T's Cafe	809 Montgomery St	San Francisco	CA	94133	37.796474	-122.40356		3536_20161216	2017-12-16	86.0	Routine - Unscheduled	3536_20161216_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
HAAGEN-DAZS #561	865 MARKET St	San Francisco	CA	94103	37.784317	-122.407563	+14155891550	403_20170505	2017-05-05		New Construction			
MISSION HIGH SCHOOL	3750 18th St	San Francisco	CA	94114	37.761425	-122.427293		5892_20160311	2017-03-11	82.0	Routine - Unscheduled	5892_20160311_103109	Unclean or unsanitary food contact surfaces	High Risk
Liquor & Deli On Union Square	423 Stockton St	San Francisco	CA	94108	37.790034	-122.407104		4610_20150420	2017-04-20	92.0	Routine - Unscheduled	4610_20150420_103154	Unclean or degraded floors walls or ceilings	Low Risk
Cocola	3251 20th Ave 186	San Francisco	CA	94132	37.728497	-122.475639	+14155246238	61285_20170420	2017-04-20	96.0	Routine - Unscheduled	61285_20170420_103152	Unclean unmaintained or improperly constructed toilet facilities	Low Risk
SAN FRANCISCO COMMUNITY ELEM.SCHOOL	125 EXCELSIOR Ave	San Francisco	CA	94112	37.725657	-122.432348	+14155464739	5894_20170210	2017-02-10	100.0	Routine - Unscheduled			
FLOWER MARKET CAFE	698 BRANNAN St	San Francisco	CA	94107	37.775664	-122.399999	+14155497162	3070_20150623	2017-06-23	82.0	Routine - Unscheduled	3070_20150623_103154	Unclean or degraded floors walls or ceilings	Low Risk
El Ahorro	3456 Mission St	San Francisco	CA	94110				79525_20151028	2017-10-28	94.0	Routine - Unscheduled	79525_20151028_103139	Improper food storage	Low Risk
Tacolicious	1548 Stockton St	San Francisco	CA	94133				74866_20170508	2017-05-08	83.0	Routine - Unscheduled	74866_20170508_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
Henry's Hunan Restaurant	4753 MISSION St	San Francisco	CA	94112	37.722252	-122.436625		64612_20160825	2017-08-25	84.0	Routine - Unscheduled	64612_20160825_103120	Moderate risk food holding temperature	Moderate Risk
Coffee Mine	79 09th St	San Francisco	CA	94103	37.774722	-122.406761	+14155259795	61789_20160405	2017-04-05	88.0	Routine - Unscheduled	61789_20160405_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
Mid City Market	868 Geary St	San Francisco	CA	94109	37.786197	-122.417614		36673_20171113	2017-11-13	90.0	Routine - Unscheduled	36673_20171113_103149	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk
The Golden West	8 Trinity Pl	San Francisco	CA	94104	37.790053	-122.402586	+14155270896	63493_20160111	2017-01-11		Reinspection/Followup			
GENKI	330 CLEMENT St	San Francisco	CA	94118	37.783048	-122.462822		7450_20160523	2017-05-23		Reinspection/Followup			
DEJA VU PIZZA & PASTA	3227 16th St	San Francisco	CA	94103	37.764713	-122.424709	+14155251600	146_20161017	2017-10-17	84.0	Routine - Unscheduled	146_20161017_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
Maru Sushi	529 Powell St	San Francisco	CA	94102	37.789664	-122.408724		32736_20160727	2017-07-27	67.0	Routine - Unscheduled	32736_20160727_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
Chili House Inc.	726 Clement St	San Francisco	CA	94118				69762_20160413	2017-04-13	68.0	Routine - Unscheduled	69762_20160413_103133	Foods not protected from contamination	Moderate Risk
Jewish Community Center	3200 California	San Francisco	CA	94118	37.787311	-122.446839		10282_20160907	2017-09-07	86.0	Routine - Unscheduled	10282_20160907_103114	High risk vermin infestation	High Risk
Focaccia Market Bakery	1198 Mission St	San Francisco	CA	94103				79299_20160205	2017-02-05	90.0	Routine - Unscheduled	79299_20160205_103120	Moderate risk food holding temperature	Moderate Risk
Jade Garden	3608 BALBOA St	San Francisco	CA	94121	37.775728	-122.497612		61161_20160107	2017-01-07	59.0	Routine - Unscheduled	61161_20160107_103132	Improper thawing methods	Moderate Risk
MUFFIN'S MUFFIN	123 02nd St	San Francisco	CA	94105	37.787755	-122.399372		573_20170119	2017-01-19	86.0	Routine - Unscheduled	573_20170119_103148	No thermometers or uncalibrated thermometers	Low Risk
Acquerello	1722 Sacramento St	San Francisco	CA	94109	37.791507	-122.421257		2175_20160809	2017-08-09		Reinspection/Followup			
TSING TAO RESTAURANT	3107 CLEMENT St	San Francisco	CA	94121	37.781624	-122.492609		606_20170815	2017-08-15		Reinspection/Followup			
Dragoneats	555 Folsom St	San Francisco	CA	94105				78965_20170626	2017-06-26	81.0	Routine - Unscheduled	78965_20170626_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
House of Banquet	939 Clement St	San Francisco	CA	94118	37.782663	-122.469359	+14155780203	65050_20160608	2017-06-08		Complaint	65050_20160608_103103	High risk food holding temperature	High Risk
Z011 Coffee Traders	1035 Fillmore St #3	San Francisco	CA	94115				83704_20160331	2017-03-31	94.0	Routine - Unscheduled	83704_20160331_103116	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk
Dinosaurs	2275 Market St Unit H	San Francisco	CA	94114	37.764697	-122.432322		62771_20170809	2017-08-09	80.0	Routine - Unscheduled	62771_20170809_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
Iza Ramen	1155 Folsom St	San Francisco	CA	94103				90221_20161230	2017-12-30		New Construction			
Piperade	1015 Battery St	San Francisco	CA	94111	37.800674	-122.401484		786_20150803	2017-08-03	94.0	Routine - Unscheduled	786_20150803_103144	Unapproved or unmaintained equipment or utensils	Low Risk
94938 Anchor Grill Cart	24 Willie Mays Pl Upper CF Sec 143	San Francisco	CA	94107				94938_20180322	2017-03-22		New Ownership			
ST VINCENT DE PAUL	2356 GREEN St	San Francisco	CA	94123	37.795882	-122.43789	+14155345505	5961_20170912	2017-09-12	96.0	Routine - Unscheduled	5961_20170912_103116	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk
Turtle Tower Restaurant	5716 GEARY BLVD	San Francisco	CA	94121	37.780348	-122.480861		66418_20160517	2017-05-17	77.0	Routine - Unscheduled	66418_20160517_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
Taqueria El Farolito #10	358 Beach St	San Francisco	CA	94133				79961_20180206	2017-02-06	73.0	Routine - Unscheduled	79961_20180206_103147	Inadequate ventilation or lighting	Low Risk
Henry's Hunan North Restaurant	1398 Grant Ave	San Francisco	CA	94133				77054_20180124	2017-01-24	80.0	Routine - Unscheduled	77054_20180124_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
STARBELLY	3583 16th St	San Francisco	CA	94114	37.764233	-122.43254		60400_20170905	2017-09-05	87.0	Routine - Unscheduled	60400_20170905_103102	Unclean hands or improper use of gloves	High Risk
